sex,age_sim,lv_educ,empl_stat,marit_stat,house_memb,chil_u_18_y,nation,religion,soc_econ_stat,prof_ind,prof_stat,count_house,own_field,num_car_house,own_rent_house,edu,temperam,ind_risk_sim,invest_exp_sim,shares,corp_oblig,oth,inv_fund,cash,crypto,gov_bond,deposits,income_sim,pers_exp_sim,house_exp_sim,taxes_sim,transp_telecom_sim,hobby_sim,banking,bk_oprat,bk_dc,bk_cc,bk_acc,ins_prop,ins_life,ins_casco,health_ins,overdraft,cons_cred,mortgage,car_leas,pens_ins
1,47,4,3,2,2,1,1,3,0,4,4,0,0,1,1,4,3,0.34155875,2,0,0,0,0,0,0,0,1,17207,4288,578,915,783,334,0,3,1,0,1,0,0,0,0,1,0,0,0,0
1,37,4,2,1,2,1,1,3,0,4,3,1,0,1,0,3,2,0.37834617,1,0,0,0,0,0,0,0,0,14613,4361,462,763,863,293,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,3,3,2,1,1,1,3,0,4,3,1,0,0,1,3,2,0.41059014,1,0,0,0,0,0,0,0,1,18014,4573,321,629,1055,315,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,2,2,1,1,3,0,4,3,0,0,1,1,3,2,0.36442,1,0,0,0,0,0,0,0,1,17193,4367,505,716,832,352,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,4,1,0,1,1,3,2,0.37637928,2,0,0,0,0,0,0,0,1,18116,4349,384,799,896,338,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,5,3,1,0,1,1,3,3,0.4285594,1,0,0,0,0,0,0,0,1,18248,4446,706,758,928,379,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,2,1,2,1,1,2,0,4,3,1,0,1,1,3,2,0.33296612,1,0,0,0,0,0,0,0,0,16910,4327,328,662,858,286,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,0,2,2,0,4,4,1,0,1,1,4,3,0.4134516,1,0,0,0,0,0,0,0,0,27685,4263,522,945,816,324,0,4,1,0,1,0,0,0,0,1,0,0,0,0
2,48,4,3,2,2,1,1,3,0,4,2,1,0,0,0,3,3,0.38826707,0,0,0,0,0,0,0,0,1,19382,4659,600,722,1240,317,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,1,2,1,1,3,0,4,2,1,0,0,1,3,2,0.5036821,0,0,0,0,0,0,0,0,1,20106,4578,380,693,1213,322,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,44,4,3,2,2,2,1,4,0,4,3,1,0,1,1,4,3,0.61358744,0,0,0,0,0,0,0,0,1,19570,4795,734,918,1336,358,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,1,1,3,0,5,4,1,0,1,1,4,3,0.54547143,1,0,0,0,0,0,0,0,1,16749,4504,595,1127,1089,352,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,2,2,0,1,3,0,5,4,1,0,1,1,4,2,0.45995027,2,0,0,0,0,0,0,0,1,21980,4347,505,1106,796,347,0,3,1,0,1,0,0,0,0,1,0,0,0,0
1,44,3,3,2,1,0,1,2,0,3,4,0,0,1,1,4,2,0.27205622,2,0,0,0,0,0,0,0,0,19564,4090,235,834,776,221,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,38,4,3,1,2,1,1,2,0,4,3,1,0,0,1,3,2,0.46636203,1,0,0,0,0,0,0,0,1,20995,4565,364,677,979,279,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,47,4,3,1,2,1,1,3,0,4,3,1,0,0,1,4,3,0.50964767,0,0,0,0,0,0,0,0,1,18643,4675,397,795,1249,317,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,51,4,4,2,3,2,1,5,1,6,4,1,1,1,1,6,3,0.8047999,3,0,0,0,0,0,0,0,1,22664,4924,1412,1533,1653,593,0,4,2,0,1,0,0,0,0,1,0,0,0,0
1,41,4,3,1,2,1,1,3,0,4,4,0,0,1,1,3,2,0.37152046,1,0,0,0,0,0,0,0,1,17914,4392,541,740,830,332,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.3700511,0,0,0,0,0,0,0,0,1,17273,4375,432,691,861,317,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,63,3,4,2,2,1,2,2,0,5,1,1,0,0,0,3,3,0.40913656,0,0,0,0,0,0,0,0,1,24416,4981,618,788,1692,293,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,3,3,1,2,1,1,3,0,4,3,1,0,0,1,4,3,0.56220317,0,0,0,0,0,0,0,0,1,24991,4543,503,824,1277,306,0,3,1,0,1,0,0,0,0,1,0,0,0,0
1,39,4,3,1,2,1,1,3,0,5,4,1,0,1,1,4,2,0.49879074,1,0,0,0,0,0,0,0,1,20352,4488,569,846,920,351,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,58,4,4,2,2,1,1,3,0,5,3,1,0,0,0,4,3,0.3753596,0,0,0,0,0,0,0,0,1,19136,4829,779,523,1390,496,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,2,1,2,1,1,3,0,4,3,0,0,1,1,3,2,0.30530927,1,0,0,0,0,0,0,0,0,15440,4279,431,696,807,297,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,1,1,2,0,4,3,1,0,1,1,4,3,0.42040527,0,0,0,0,0,0,0,0,1,21288,4486,610,785,1005,350,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,3,3,1,2,1,1,3,0,4,3,1,0,0,1,3,2,0.38847858,0,0,0,0,0,0,0,0,0,14858,4356,411,674,936,317,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,2,2,1,1,4,1,5,4,1,0,1,1,5,3,0.6819154,2,0,0,0,0,0,0,0,1,17676,4669,1140,1374,1359,458,0,4,1,0,1,0,0,0,0,1,0,0,0,0
2,48,3,4,2,2,2,1,3,0,5,3,1,0,1,1,4,3,0.5174757,0,0,0,0,0,0,0,0,1,20791,4677,573,713,1258,368,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,51,4,3,2,1,1,2,3,0,4,3,1,0,1,1,4,3,0.4829006,0,0,0,0,0,0,0,0,1,28766,4429,201,949,977,226,0,4,0,0,1,0,0,0,0,1,0,0,0,0
1,39,3,3,1,2,1,1,3,0,4,3,1,0,0,1,3,2,0.41269535,0,0,0,0,0,0,0,0,1,18035,4473,518,661,1071,309,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.39746293,1,0,0,0,0,0,0,0,1,15584,4436,464,737,939,306,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,1,2,1,1,3,0,6,4,1,0,1,1,3,3,0.4504611,1,0,0,0,0,0,0,0,1,17867,4497,560,737,785,353,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,1,2,1,1,3,0,5,3,1,0,0,1,4,3,0.46343938,0,0,0,0,0,0,0,0,1,19363,4651,760,612,1139,399,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,2,2,1,1,3,0,4,3,0,0,0,1,3,2,0.3487616,0,0,0,0,0,0,0,0,1,16608,4484,569,595,982,326,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,1,2,1,1,3,0,5,3,1,0,0,1,3,2,0.5069232,0,0,0,0,0,0,0,0,1,20784,4601,554,751,1251,317,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.3970405,2,0,0,0,0,0,0,0,1,14326,4361,412,858,947,316,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,1,2,0,2,3,0,4,4,1,0,1,1,4,3,0.41742283,0,0,0,0,0,0,0,0,0,26369,4275,400,885,840,292,0,4,0,0,1,0,0,0,0,1,0,0,0,0
1,43,4,3,2,2,1,1,2,0,4,3,1,0,1,1,4,3,0.38799623,0,0,0,0,0,0,0,0,1,23015,4397,732,735,997,375,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,1,1,3,0,3,3,1,0,0,1,3,2,0.3215256,1,0,0,0,0,0,0,0,0,14091,4307,327,761,946,279,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,50,4,4,2,2,1,2,3,0,5,4,1,0,1,1,3,3,0.43215868,0,0,0,0,0,0,0,0,1,19266,4610,804,625,1107,499,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,2,1,2,1,1,2,0,3,3,0,0,0,0,3,2,0.37813252,2,0,0,0,0,0,0,0,0,19217,4344,385,682,849,265,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,46,4,3,2,1,1,1,3,0,3,3,0,0,1,0,3,2,0.35254323,0,0,0,0,0,0,0,0,0,18097,4325,313,793,893,265,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,48,4,3,2,2,1,2,3,0,4,3,1,0,1,1,4,3,0.49596933,0,0,0,0,0,0,0,0,1,17320,4671,673,890,1283,333,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,46,4,3,2,2,0,1,2,0,4,4,1,0,1,1,4,3,0.35443664,0,0,0,0,0,0,0,0,1,22012,4351,715,967,892,392,0,3,0,0,1,0,0,0,0,1,0,0,0,0
1,42,4,3,2,2,1,1,3,0,4,3,0,0,1,1,3,2,0.32389215,1,0,0,0,0,0,0,0,0,15876,4294,534,585,844,344,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,44,4,3,2,2,1,1,3,0,5,3,1,0,1,1,4,3,0.56258726,2,0,0,0,0,0,0,0,1,14294,4633,569,900,1162,363,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,2,2,1,1,3,0,4,3,0,0,1,1,3,2,0.34121317,2,0,0,0,0,0,0,0,0,12481,4354,559,675,852,349,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,47,4,3,1,2,1,1,3,0,5,3,1,0,1,1,4,3,0.47688162,0,0,0,0,0,0,0,0,1,19154,4573,485,985,1134,339,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,5,4,1,0,1,1,5,3,0.6099258,1,0,0,0,0,0,0,0,1,22462,4524,789,1165,1103,354,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,43,4,3,2,2,1,1,3,0,4,3,1,0,0,1,4,2,0.48477665,1,0,0,0,0,0,0,0,1,15917,4508,641,892,1135,342,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.45315462,1,0,0,0,0,0,0,0,1,16662,4482,379,753,1041,350,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,1,1,1,3,0,4,3,0,0,0,1,3,2,0.4009354,1,0,0,0,0,0,0,0,0,13396,4452,425,685,976,284,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,2,2,0,1,3,0,4,4,1,0,1,1,4,3,0.39217857,1,0,0,0,0,0,0,0,0,18150,4268,632,1113,868,333,0,3,1,0,1,0,0,0,0,1,0,0,0,0
1,42,3,3,1,2,1,1,3,0,3,3,0,0,0,0,3,2,0.35314554,0,0,0,0,0,0,0,0,0,17348,4480,382,585,1046,293,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,50,4,4,2,2,1,2,3,0,5,4,1,0,1,1,4,3,0.4531973,0,0,0,0,0,0,0,0,1,24691,4591,923,620,1007,459,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,40,4,3,1,2,1,1,3,0,6,3,1,0,1,1,4,3,0.6664903,0,0,0,0,0,0,0,0,1,25875,4798,724,960,1212,393,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,58,4,4,2,3,0,2,3,0,6,5,1,0,1,1,6,4,0.6055738,0,0,0,0,0,0,0,0,1,51491,4476,966,1305,1030,467,0,5,0,1,1,0,0,0,0,1,0,0,0,0
1,38,4,2,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.4215805,1,0,0,0,0,0,0,0,1,12807,4460,397,710,904,288,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,2,2,0,1,3,0,4,4,1,0,1,1,3,2,0.35806134,2,0,0,0,0,0,0,0,1,17189,4270,210,913,863,278,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,50,4,4,2,2,2,2,3,0,5,3,1,0,0,1,4,3,0.53285825,1,0,0,0,0,0,0,0,1,20870,4710,898,634,1251,570,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,1,2,0,1,2,0,3,2,1,0,0,0,4,2,0.38446715,1,0,0,0,0,0,0,0,0,23288,4529,140,683,1034,222,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,45,4,4,2,2,1,1,4,1,5,3,1,0,0,1,4,3,0.5817235,1,0,0,0,0,0,0,0,1,14085,4719,843,855,1233,437,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,0,1,3,0,4,4,1,0,1,1,4,3,0.4284597,2,0,0,0,0,0,0,0,0,22711,4340,544,1086,922,351,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,43,4,3,1,2,1,1,3,0,5,4,1,0,1,1,4,3,0.44747213,1,0,0,0,0,0,0,0,1,18165,4522,733,789,1019,393,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,5,3,0,0,0,1,3,2,0.4576586,0,0,0,0,0,0,0,0,1,17651,4494,592,673,1093,330,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,2,2,1,1,3,0,5,4,1,0,1,1,3,2,0.3757929,1,0,0,0,0,0,0,0,1,15073,4372,464,765,822,358,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,3,3,1,2,0,1,2,0,3,4,0,0,1,1,3,2,0.31724727,1,0,0,0,0,0,0,0,0,17047,4221,357,785,801,279,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,2,2,1,1,3,0,5,4,1,0,1,1,3,2,0.3832242,1,0,0,0,0,0,0,0,1,16642,4356,617,833,786,388,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,1,1,1,1,2,0,4,3,1,0,1,1,3,2,0.40132776,0,0,0,0,0,0,0,0,1,22135,4380,453,704,898,300,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,4,3,1,0,1,1,4,2,0.46296892,1,0,0,0,0,0,0,0,1,15684,4509,625,777,1029,317,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,2,2,1,1,3,0,4,3,0,0,0,1,3,2,0.34939167,1,0,0,0,0,0,0,0,0,14457,4308,480,599,877,334,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,3,3,1,1,1,1,3,0,3,3,0,0,0,1,3,2,0.3557805,1,0,0,0,0,0,0,0,0,15056,4336,406,676,875,313,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,2,2,1,1,3,0,5,4,1,0,1,1,4,2,0.4269956,2,0,0,0,0,0,0,0,1,15543,4368,419,872,926,312,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,44,4,3,1,2,1,1,3,0,4,3,1,0,0,1,4,3,0.5855329,0,0,0,0,0,0,0,0,1,22309,4626,427,780,1357,260,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,55,3,4,2,1,1,2,3,0,4,2,1,0,0,0,3,3,0.42384762,0,0,0,0,0,0,0,0,1,21713,4804,455,689,1316,287,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,5,3,1,0,1,1,4,2,0.5462451,0,0,0,0,0,0,0,0,1,24932,4630,778,874,1173,373,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,38,3,2,1,2,0,1,2,0,3,3,0,0,1,0,3,2,0.3464072,0,0,0,0,0,0,0,0,0,24803,4265,248,723,778,213,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,48,4,3,2,1,1,1,3,0,3,3,1,0,1,1,4,2,0.49891537,1,0,0,0,0,0,0,0,1,14919,4598,343,1039,1154,261,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,1,1,3,0,4,4,1,0,1,1,3,2,0.35264102,1,0,0,0,0,0,0,0,1,15092,4317,286,714,917,285,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,3,3,1,2,1,1,3,0,4,3,1,0,0,1,3,2,0.41886452,0,0,0,0,0,0,0,0,1,18170,4442,531,596,1061,328,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,48,4,3,1,2,0,2,2,0,4,5,1,0,1,1,5,3,0.44376114,0,0,0,0,0,0,0,0,0,37771,4238,242,1110,749,271,0,5,0,1,1,0,0,0,0,1,0,0,0,0
1,52,3,3,2,1,1,1,2,0,3,3,0,0,0,0,3,3,0.32846653,0,0,0,0,0,0,0,0,1,20935,4490,330,607,1041,316,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,0,1,3,0,3,3,0,0,1,1,4,2,0.40001804,2,0,0,0,0,0,0,0,0,22479,4380,386,827,915,309,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,46,3,3,2,2,1,1,3,0,3,2,1,0,0,0,3,2,0.3821416,0,0,0,0,0,0,0,0,1,15631,4518,416,733,1141,297,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,2,2,0,1,3,0,4,4,0,0,1,1,3,2,0.3407555,0,0,0,0,0,0,0,0,0,19931,4222,314,811,813,292,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,1,0,1,2,0,4,3,1,0,1,1,4,2,0.39846444,0,0,0,0,0,0,0,0,0,24354,4267,235,794,830,245,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,1,2,1,1,3,0,4,3,1,0,1,1,4,3,0.49421838,0,0,0,0,0,0,0,0,1,19552,4541,443,712,1130,296,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,2,2,1,1,3,0,5,4,1,0,1,1,4,3,0.4125845,0,0,0,0,0,0,0,0,1,18399,4367,709,1007,848,379,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,67,4,4,2,2,2,2,3,0,5,3,1,0,0,1,4,4,0.47890443,0,0,0,0,0,0,0,0,1,21859,4983,787,737,1557,457,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,0,1,2,0,4,4,1,0,1,1,4,2,0.46518776,0,0,0,0,0,0,0,0,0,27937,4302,293,860,847,228,0,4,0,0,1,0,0,0,0,1,0,0,0,0
2,65,4,4,2,1,1,2,3,0,4,1,1,0,0,0,4,3,0.4619768,0,0,0,0,0,0,0,0,1,23577,5188,440,825,1701,289,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,2,1,2,1,1,3,0,3,3,0,0,1,0,3,2,0.3141043,1,0,0,0,0,0,0,0,0,13949,4346,409,667,821,292,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,5,3,1,0,1,1,4,2,0.44003734,1,0,0,0,0,0,0,0,1,17607,4427,815,835,1038,365,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,2,2,1,1,3,0,4,4,1,0,1,1,3,2,0.38970366,1,0,0,0,0,0,0,0,1,14126,4388,427,654,915,341,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,50,4,3,2,1,1,1,3,0,4,3,1,0,0,0,3,3,0.39497262,0,0,0,0,0,0,0,0,1,19730,4650,526,550,1131,347,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,2,0,3,3,0,0,1,1,3,2,0.32742825,1,0,0,0,0,0,0,0,0,15632,4334,448,684,871,304,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,47,3,3,2,1,1,2,3,0,3,3,0,0,0,1,4,3,0.38280055,0,0,0,0,0,0,0,0,0,22631,4345,361,750,947,271,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,1,0,1,1,4,2,0.44878852,2,0,0,0,0,0,0,0,1,19131,4416,593,870,890,408,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,2,2,1,1,3,0,4,3,0,0,1,1,4,2,0.39698234,1,0,0,0,0,0,0,0,0,15282,4366,393,825,910,292,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,68,3,5,2,1,1,2,3,0,4,1,1,0,0,0,4,4,0.47652626,0,0,0,0,0,0,0,0,1,31275,5269,492,690,2014,235,0,3,1,0,1,0,0,0,0,1,1,0,0,0
2,55,4,4,2,2,1,2,3,0,5,3,1,0,1,1,4,3,0.4593888,0,0,0,0,0,0,0,0,1,22653,4712,686,655,1307,423,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,45,4,3,2,2,2,1,3,0,7,5,1,0,1,1,4,3,0.466016,2,0,0,0,0,0,0,0,1,13930,4485,543,795,982,418,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,5,4,1,0,1,1,4,2,0.48941165,1,0,0,0,0,0,0,0,1,16017,4506,562,831,913,357,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,47,4,3,2,2,1,2,3,0,5,4,1,0,1,1,4,3,0.44386667,0,0,0,0,0,0,0,0,1,22531,4313,674,804,857,384,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,40,3,3,1,2,1,1,3,0,4,3,1,0,0,0,3,2,0.42190105,0,0,0,0,0,0,0,0,1,18590,4525,482,599,1107,310,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,3,3,2,1,1,1,3,0,3,3,1,0,0,0,3,2,0.4062461,0,0,0,0,0,0,0,0,0,17746,4548,429,636,1136,263,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,45,3,3,2,1,1,1,3,0,4,3,0,0,1,1,3,2,0.35489208,1,0,0,0,0,0,0,0,1,13157,4363,501,681,959,332,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,40,4,3,1,2,2,1,3,1,7,3,1,0,1,1,5,3,0.80357593,0,0,0,0,0,0,0,0,1,26496,4794,762,1055,1384,386,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,45,4,3,1,2,0,2,2,0,4,4,1,0,1,1,4,3,0.42133638,2,0,0,0,0,0,0,0,0,30442,4270,406,970,783,237,0,4,0,0,1,0,0,0,0,1,0,0,0,0
2,51,3,3,2,1,1,1,3,0,4,2,1,0,0,0,4,3,0.4246996,0,0,0,0,0,0,0,0,1,21538,4682,492,761,1371,278,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,2,2,1,1,2,0,4,3,0,0,1,1,3,3,0.3409693,0,0,0,0,0,0,0,0,1,17029,4372,626,630,929,374,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,3,2,2,2,1,1,3,0,3,3,0,0,0,0,3,2,0.3316268,2,0,0,0,0,0,0,0,0,13353,4346,476,641,879,296,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,2,2,1,1,3,0,5,3,1,0,0,1,3,2,0.39344773,1,0,0,0,0,0,0,0,1,14447,4453,594,691,1035,344,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,2,2,1,1,3,0,5,3,1,0,1,1,4,2,0.5637528,1,0,0,0,0,0,0,0,1,15419,4519,789,1089,1168,346,0,3,1,0,1,0,0,0,0,1,0,0,0,0
1,47,4,3,2,2,1,1,3,0,5,5,1,0,1,1,5,3,0.50144714,2,0,0,0,0,0,0,0,1,13881,4382,746,1380,1060,338,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,42,3,3,1,2,1,1,2,0,4,3,0,0,0,1,3,2,0.32753375,0,0,0,0,0,0,0,0,1,15137,4447,532,615,949,342,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,47,4,3,1,1,0,1,3,0,4,4,1,0,1,1,4,2,0.39316306,1,0,0,0,0,0,0,0,0,19272,4177,171,1000,853,275,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,37,4,2,1,2,1,1,3,0,3,3,1,0,1,1,3,2,0.34794942,1,0,0,0,0,0,0,0,0,17194,4315,387,728,863,293,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,3,3,2,1,0,1,3,0,3,4,0,0,1,1,3,2,0.2573905,1,0,0,0,0,0,0,0,0,16933,4095,398,888,789,265,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,2,0,4,3,0,0,1,1,4,2,0.42047718,1,0,0,0,0,0,0,0,0,20093,4380,459,868,852,271,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,65,3,4,2,1,1,2,3,0,4,1,1,0,0,0,4,3,0.49492297,0,0,0,0,0,0,0,0,1,30631,5216,416,675,1897,223,0,3,1,0,1,0,0,0,0,1,1,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,1,0,0,1,4,2,0.45475855,1,0,0,0,0,0,0,0,1,16786,4488,656,807,1103,338,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,5,3,1,0,1,1,5,3,0.67414373,0,0,0,0,0,0,0,0,1,31127,4758,483,887,1299,349,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,40,3,2,1,2,1,1,2,0,3,3,0,0,0,0,3,2,0.31626165,1,0,0,0,0,0,0,0,0,14070,4317,383,588,839,310,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,2,0,4,3,0,0,1,1,4,2,0.41210487,2,0,0,0,0,0,0,0,0,19738,4403,464,742,912,315,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,5,4,1,0,1,1,3,2,0.44851047,0,0,0,0,0,0,0,0,1,18296,4390,509,726,851,344,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,3,2,1,2,0,1,2,0,3,3,0,0,1,0,3,2,0.34445006,1,0,0,0,0,0,0,0,0,18178,4291,296,722,823,244,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,3,3,1,0,1,1,3,2,0.40462872,1,0,0,0,0,0,0,0,0,18038,4390,293,783,888,285,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,3,2,1,2,1,1,2,0,3,3,0,0,0,0,3,2,0.3463411,1,0,0,0,0,0,0,0,0,16370,4369,409,702,925,290,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,3,2,1,1,0,1,2,0,3,3,0,0,1,0,3,2,0.32298195,1,0,0,0,0,0,0,0,0,14443,4278,269,748,901,247,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,37,4,2,1,2,1,1,3,0,4,3,1,0,0,1,3,2,0.4430885,1,0,0,0,0,0,0,0,1,14417,4501,535,694,1000,315,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,2,2,1,1,3,0,4,4,1,0,1,1,3,2,0.38793364,1,0,0,0,0,0,0,0,1,15927,4327,496,695,864,349,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,37,4,2,1,2,1,1,2,0,4,3,0,0,1,1,3,2,0.34342375,2,0,0,0,0,0,0,0,0,12385,4341,538,691,883,313,0,3,1,0,1,0,0,0,0,0,0,0,0,0
